Model,Dataset/Fold,Reduction,Accuracy,Time,F1
"KNN, 1, euclidean_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.7857142857142857,0.0019941329956054688,0.7959183673469388
"KNN, 1, manhattan_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.7857142857142857,0.0019927024841308594,0.7959183673469388
"KNN, 1, manhattan_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.7857142857142857,0.0009961128234863281,0.7959183673469388
"KNN, 1, manhattan_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.7857142857142857,0.0009965896606445312,0.7959183673469388
"KNN, 1, clark_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.6428571428571429,0.0019931793212890625,0.6598639455782312
"KNN, 1, clark_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.6428571428571429,0.0009963512420654297,0.6598639455782312
"KNN, 1, clark_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.6428571428571429,0.000995635986328125,0.6598639455782312
"KNN, 3, euclidean_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.7142857142857143,0.0019931793212890625,0.6547619047619049
"KNN, 3, euclidean_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.7142857142857143,0.0009970664978027344,0.6547619047619049
"KNN, 3, euclidean_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.7142857142857143,0.0009963512420654297,0.6547619047619049
"KNN, 3, manhattan_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.7142857142857143,0.0019931793212890625,0.6547619047619049
"KNN, 3, manhattan_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.7142857142857143,0.0009968280792236328,0.6547619047619049
"KNN, 3, manhattan_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 3, clark_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.8571428571428571,0.0019931793212890625,0.8571428571428571
"KNN, 3, clark_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.8571428571428571,0.001993417739868164,0.8571428571428571
"KNN, 3, clark_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.8571428571428571,0.0019974708557128906,0.8571428571428571
"KNN, 5, euclidean_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.7142857142857143,0.0029904842376708984,0.6547619047619049
"KNN, 5, euclidean_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.7142857142857143,0.002989530563354492,0.6547619047619049
"KNN, 5, euclidean_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.7142857142857143,0.0009963512420654297,0.6547619047619049
"KNN, 5, manhattan_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.7857142857142857,0.0019943714141845703,0.768944099378882
"KNN, 5, manhattan_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.7857142857142857,0.0009963512420654297,0.768944099378882
"KNN, 5, manhattan_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.8571428571428571,0.0009961128234863281,0.8571428571428571
"KNN, 5, clark_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.8571428571428571,0.0019927024841308594,0.8571428571428571
"KNN, 5, clark_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.8571428571428571,0.0009961128234863281,0.8571428571428571
"KNN, 5, clark_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.8571428571428571,0.001993417739868164,0.8571428571428571
"KNN, 7, euclidean_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.7142857142857143,0.0019931793212890625,0.6547619047619049
"KNN, 7, euclidean_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.7142857142857143,0.002000093460083008,0.6547619047619049
"KNN, 7, euclidean_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.7142857142857143,0.000997304916381836,0.6547619047619049
"KNN, 7, manhattan_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.7142857142857143,0.0009965896606445312,0.6547619047619049
"KNN, 7, manhattan_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.7142857142857143,0.0009961128234863281,0.6547619047619049
"KNN, 7, manhattan_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.7142857142857143,0.0009970664978027344,0.6547619047619049
"KNN, 7, clark_distance, reliefF_weight, majority_class, NONE",Hepatitis/0,None,0.8571428571428571,0.0009968280792236328,0.8571428571428571
"KNN, 7, clark_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/0,None,0.8571428571428571,0.0009963512420654297,0.8571428571428571
"KNN, 7, clark_distance, reliefF_weight, shepard, NONE",Hepatitis/0,None,0.8571428571428571,0.0009965896606445312,0.8571428571428571
"KNN, 1, euclidean_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.0059795379638671875,0.7900621118012422
"KNN, 1, euclidean_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0019948482513427734,0.7900621118012422
"KNN, 1, euclidean_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.003987312316894531,0.7900621118012422
"KNN, 1, manhattan_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.003987312316894531,0.7900621118012422
"KNN, 1, manhattan_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.000997304916381836,0.7900621118012422
"KNN, 1, manhattan_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009965896606445312,0.7900621118012422
"KNN, 1, clark_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019936561584472656,0.8666666666666667
"KNN, 1, clark_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.002989530563354492,0.8666666666666667
"KNN, 1, clark_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.002991199493408203,0.8666666666666667
"KNN, 3, euclidean_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.0019931793212890625,0.7900621118012422
"KNN, 3, euclidean_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0019936561584472656,0.7900621118012422
"KNN, 3, euclidean_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0010020732879638672,0.7900621118012422
"KNN, 3, manhattan_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.001992464065551758,0.7900621118012422
"KNN, 3, manhattan_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0019931793212890625,0.7900621118012422
"KNN, 3, manhattan_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0019991397857666016,0.7900621118012422
"KNN, 3, clark_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0059795379638671875,0.8666666666666667
"KNN, 3, clark_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.0019931793212890625,0.8666666666666667
"KNN, 3, clark_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 5, euclidean_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019936561584472656,0.8666666666666667
"KNN, 5, euclidean_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0019936561584472656,0.7900621118012422
"KNN, 5, euclidean_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0019941329956054688,0.7900621118012422
"KNN, 5, manhattan_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019927024841308594,0.8666666666666667
"KNN, 5, manhattan_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.001993894577026367,0.7900621118012422
"KNN, 5, manhattan_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009965896606445312,0.7900621118012422
"KNN, 5, clark_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0009958744049072266,0.8666666666666667
"KNN, 5, clark_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 5, clark_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 7, euclidean_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.001992940902709961,0.8666666666666667
"KNN, 7, euclidean_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0019927024841308594,0.7900621118012422
"KNN, 7, euclidean_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009963512420654297,0.7900621118012422
"KNN, 7, manhattan_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0009970664978027344,0.8666666666666667
"KNN, 7, manhattan_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009961128234863281,0.7900621118012422
"KNN, 7, manhattan_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009975433349609375,0.7900621118012422
"KNN, 7, clark_distance, equal_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.001992940902709961,0.8666666666666667
"KNN, 7, clark_distance, equal_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.001993417739868164,0.8666666666666667
"KNN, 7, clark_distance, equal_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.000997304916381836,0.8666666666666667
"KNN, 1, euclidean_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.6666666666666666,0.0019927024841308594,0.5866666666666667
"KNN, 1, euclidean_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.6666666666666666,0.0009968280792236328,0.5866666666666667
"KNN, 1, euclidean_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.6666666666666666,0.0009965896606445312,0.5866666666666667
"KNN, 1, manhattan_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.0019927024841308594,0.8063492063492064
"KNN, 1, manhattan_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009982585906982422,0.8063492063492064
"KNN, 1, manhattan_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009965896606445312,0.8063492063492064
"KNN, 1, clark_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.001993417739868164,0.8063492063492064
"KNN, 1, clark_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009965896606445312,0.8063492063492064
"KNN, 1, clark_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0019927024841308594,0.8063492063492064
"KNN, 3, euclidean_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019936561584472656,0.8666666666666667
"KNN, 3, euclidean_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.0009963512420654297,0.8666666666666667
"KNN, 3, euclidean_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 3, manhattan_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.9333333333333333,0.001993417739868164,0.9300207039337475
"KNN, 3, manhattan_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.9333333333333333,0.000997304916381836,0.9300207039337475
"KNN, 3, manhattan_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.9333333333333333,0.000995635986328125,0.9300207039337475
"KNN, 3, clark_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.001992940902709961,0.8499999999999999
"KNN, 3, clark_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.001993417739868164,0.8499999999999999
"KNN, 3, clark_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009963512420654297,0.8499999999999999
"KNN, 5, euclidean_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019919872283935547,0.8666666666666667
"KNN, 5, euclidean_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.0009963512420654297,0.8666666666666667
"KNN, 5, euclidean_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 5, manhattan_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.0009965896606445312,0.8063492063492064
"KNN, 5, manhattan_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009970664978027344,0.8063492063492064
"KNN, 5, manhattan_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009965896606445312,0.8063492063492064
"KNN, 5, clark_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.7333333333333333,0.0009961128234863281,0.6205128205128205
"KNN, 5, clark_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.7333333333333333,0.000997304916381836,0.6205128205128205
"KNN, 5, clark_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009963512420654297,0.8499999999999999
"KNN, 7, euclidean_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019936561584472656,0.8666666666666667
"KNN, 7, euclidean_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.001993894577026367,0.8666666666666667
"KNN, 7, euclidean_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009965896606445312,0.8666666666666667
"KNN, 7, manhattan_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0009965896606445312,0.8499999999999999
"KNN, 7, manhattan_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.0009965896606445312,0.8499999999999999
"KNN, 7, manhattan_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.001993894577026367,0.8499999999999999
"KNN, 7, clark_distance, information_gain_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.001992940902709961,0.752
"KNN, 7, clark_distance, information_gain_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009965896606445312,0.752
"KNN, 7, clark_distance, information_gain_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009968280792236328,0.8499999999999999
"KNN, 1, euclidean_distance, reliefF_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.001993417739868164,0.7900621118012422
"KNN, 1, euclidean_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009975433349609375,0.7900621118012422
"KNN, 1, euclidean_distance, reliefF_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009968280792236328,0.7900621118012422
"KNN, 1, manhattan_distance, reliefF_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.0019941329956054688,0.7900621118012422
"KNN, 1, manhattan_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009961128234863281,0.7900621118012422
"KNN, 1, manhattan_distance, reliefF_weight, shepard, NONE",Hepatitis/1,None,0.8,0.001992940902709961,0.7900621118012422
"KNN, 1, clark_distance, reliefF_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019927024841308594,0.8666666666666667
"KNN, 1, clark_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.000997304916381836,0.8666666666666667
"KNN, 1, clark_distance, reliefF_weight, shepard, NONE",Hepatitis/1,None,0.8666666666666667,0.0009968280792236328,0.8666666666666667
"KNN, 3, euclidean_distance, reliefF_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019936561584472656,0.8499999999999999
"KNN, 3, euclidean_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.0009963512420654297,0.7900621118012422
"KNN, 3, euclidean_distance, reliefF_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009970664978027344,0.7900621118012422
"KNN, 3, manhattan_distance, reliefF_weight, majority_class, NONE",Hepatitis/1,None,0.8666666666666667,0.0019931793212890625,0.8499999999999999
"KNN, 3, manhattan_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8666666666666667,0.000997304916381836,0.8499999999999999
"KNN, 3, manhattan_distance, reliefF_weight, shepard, NONE",Hepatitis/1,None,0.8,0.0009958744049072266,0.7900621118012422
"KNN, 3, clark_distance, reliefF_weight, majority_class, NONE",Hepatitis/1,None,0.8,0.001992940902709961,0.7900621118012422
"KNN, 3, clark_distance, reliefF_weight, inverse_distance_weighted, NONE",Hepatitis/1,None,0.8,0.001993894577026367,0.7900621118012422
